mcrTags,count
"[library,matching,testing]",1
"[apache,bridge,cli,client,command-line,computing,coordination,distributed,framework,google,json,junit,jvm,kafka,language,library,logging,parser,processing,scala,slf4j,spark,stream,streaming,testing]",1
"[base64,codec,encoding,hazelcast,io,junit,platform,testing,vertx]",1
"[analysis,analyzer,annotations,apache,api,assertion,authentication,base64,beans,bridge,browser,bytecode,cache,cli,client,cluster,codec,codehaus,collections,command-line,commons,compiler,compression,config,console,csv,database,defect,directory,driver,eclipse,encoding,encryption,expression,framework,frontend,full-text,generator,github,google,graph,hashing,hazelcast,http,import,index,indexing,interface,io,javascript,jaxrs,jetty,jmx,json,junit,jvm,language,library,logging,lucene,management,mapping,matching,math,messaging,metadata,metrics,mock,mocking,monitoring,neo4j,netty,network,parser,performance,plugin,prometheus,quality,query,reflection,resource,rest,rules,runtime,scala,scripting,security,server,service,servlet,shell,slf4j,socket,spatial,ssl,system,tabular,terminal,testing,text,tools,tree,web,webapp,webserver,webservice,websocket]",1
"[analysis,analytics,annotations,apache,api,base64,beans,binding,bridge,bytecode,cli,client,cluster,codec,codehaus,collections,command-line,commons,compiler,compression,config,coordination,database,dependency-injection,directory,distributed,eclipse,encoding,encryption,engine,file-system,framework,ftp,geospatial,github,google,hadoop,hbase,io,javax,jpa,json,junit,kafka,ldap,logging,managment,mapping,matching,math,mock,mocking,netty,network,parser,persistence,processing,proxy,reflection,runner,runtime,schema,security,server,slf4j,socket,spatial,specs,spring,standard,storage,stream,streaming,structures,swagger,template,testing,text,ui,validation,vfs,web,webservice,xml,yarn]",1
"[agent,amazon,amqp,analysis,annotations,apache,api,assertion,avro,aws,azure,base64,binding,bridge,bundle,bytecode,cache,charts,classpath,cli,client,cloud,codec,collections,column,command-line,commons,compression,connector,console,coordination,csv,database,date,defect,dependency-injection,distributed,driver,elastic,elasticsearch,embedded,encoding,encryption,engine,example,framework,github,google,graphics,grpc,hadoop,hazelcast,hsql,http,io,javax,jdbc,jms,jmx,json,junit,jvm,kafka,kotlin,kubernetes,language,library,logging,mapreduce,matching,metadata,mock,mocking,module,mysql,netty,network,osgi,parquet,parser,postgresql,prometheus,protocol,python,quality,queue,rabbitmq,reader,reflection,registry,rest,rpc,rules,s3,schema,sdk,search,serialization,server,slf4j,socket,specs,spring,sql,ssl,standard,starter,streaming,structures,support,system,terminal,testing,time,transport,visualization,web,xml,yaml,zookeeper]",1
"[annotations,apache,api,application,base64,benchmark,bridge,builder,cassandra,chart,cli,client,codec,codehaus,command-line,commons,compiler,config,date,dependency-injection,driver,embedded,encoding,filtering,generator,github,groovy,http,io,javax,jaxrs,jboss,jmx,logging,management,math,metrics,model,module,native,netty,network,parser,performance,posix,processor,profiling,reactive,rest,runtime,scheduling,schema,security,service,slf4j,socket,specs,standard,time,transport,vertx,visualization,web,webapp]",1
"[accumulo,ai,amazon,analysis,annotations,aop,apache,api,aspect,aws,base64,beans,binding,bridge,bytecode,cache,cli,client,cloud,cluster,codec,codehaus,collections,command-line,commons,compiler,computer-vision,computing,config,container,database,date,defect,dependency-injection,directory,driver,eclipse,encoding,encryption,expression,framework,geo,geospatial,google,hadoop,http,io,javascript,javax,jaxrs,jboss,jetty,json,junit,jvm,language,ldap,library,logging,managment,matching,math,metadata,mock,mocking,module,nosql,parser,pattern,postgresql,protocol,provider,proxy,python,reflection,rest,s3,scala,scripting,sdk,security,serialization,server,servlet,slf4j,specs,spring,sqlite,standard,structures,testing,time,tracing,vfs,web,webserver,webservice,xml,yarn]",1
"[apache,api,beans,bridge,cms,codehaus,compiler,console,dom,engine,framework,io,javax,json,logging,mapping,parser,reflection,runtime,servlet,slf4j,specs,spring,standard,template,upload,web,xml]",1
"[api,appengine,cloud,computing,framework,github,google,gwt,junit,sdk,stub,testing,ui,web,widget]",1
"[apache,api,client,connector,container,database,driver,eclipse,embedded,expression,hibernate,http,javaee,javax,jboss,jpa,json,junit,language,mock,mocking,mysql,persistence,processor,server,servlet,specs,sql,standard,testing,validation,webservice]",1
"[ajax,amazon,analysis,annotations,aop,apache,api,aspect,authentication,authorization,aws,base64,beans,bigdata,binding,bridge,bundle,bytecode,cassandra,cli,client,codec,codehaus,collections,command-line,commons,compatibility,compiler,config,coordination,csv,database,date,defect,dependency-injection,directory,distributed,driver,eclipse,elastic,elasticsearch,encoding,encryption,excel,expression,extension,file-system,framework,google,hadoop,hbase,http,io,javax,jaxrs,jdbc,jetty,json,jsp,junit,kafka,language,ldap,logging,management,math,metadata,metrics,mime,mock,mocking,monitoring,mvc,native,nosql,notification,parser,performance,plugin,processing,protocol,provider,query,repository,rest,runtime,search,security,server,servlet,slf4j,solr,specs,spreadsheet,spring,sql,standard,storage,stream,streaming,structures,tabular,testing,testng,time,upload,validation,web,webapp,webserver,webservice,yaml,zookeeper]",1
"[analysis,clojure,example,github,google,graphics,html,junit,mocking,native,opengl,parser,render,testing]",1
"[annotations,ant,aop,apache,api,aspect,bootstrap,build,build-system,bytecode,client,codehaus,connector,container,database,dependency-injection,driver,ejb,embedded,hazelcast,hibernate,http,ibm,integration,interface,io,javaee,javax,jaxrs,jboss,jdbc,jms,jpa,json,junit,logging,maven,metadata,model,mysql,naming,netty,network,osgi,persistence,plugin,postgresql,processor,profiling,protocol,proxy,queue,reactive,resource,rest,server,service,servlet,socket,spdy,specs,spring,sql,standard,support,testing,tools,transaction,vertx,web,webservice]",1
"[apache,api,ftp,html,io,json,junit,logging,mime,network,parser,slf4j,testing]",1
"[ant,apache,api,assertion,bigdata,binding,bridge,broker,build,bytecode,cache,cli,client,codehaus,command-line,commons,coordination,database,date,directory,discovery,distributed,distribution,eclipse,embedded,engine,extension,file-system,framework,google,hadoop,hbase,http,index,interface,io,javax,jdbc,jetty,json,junit,kafka,ldap,logging,management,mapping,mapreduce,matching,message,metrics,mock,mocking,model,monitoring,parallel,parser,performance,plugin,policy,pool,pooling,protocol,provider,quality,query,reflection,search,security,serialization,server,service,servlet,shell,slf4j,solr,specs,sql,standard,storage,streaming,testing,thrift,time,tools,web,webserver,zookeeper]",1
"[apache,api,authentication,generator,github,io,json,jwt,mapping,persistence,sdk,security,spring,starter,swagger]",1
"[annotations,ant,apache,api,bridge,build,cli,client,codehaus,commons,concurrency,dependency-injection,eclipse,encryption,extension,framework,google,http,io,jetty,json,junit,logging,mapping,mime,parser,selenium,server,servlet,slf4j,testing,tools,web,webserver]",1
"[annotation,apache,api,assertion,beans,binding,bytecode,cache,client,compression,config,data,database,dependency-injection,eclipse,embedded,engine,fluent,framework,github,hashing,hibernate,http,io,javax,jboss,junit,logging,management,mapping,memory,mock,mocking,off-heap,persistence,quality,reactive,redis,relational,serialization,server,slf4j,specs,spring,sql,standard,support,testing,tomcat,transaction,web,webserver,xml,yaml]",1
"[binding,codec,http,io,json,netty,network,reactive,serialization,socket]",1
"[amazon,annotations,apache,api,aws,bridge,buffer,cli,client,cloud,command-line,commons,compiler,computing,connector,database,driver,dynamodb,elastic,elasticsearch,encryption,engine,framework,google,graph,groovy,hadoop,hbase,http,io,jdbc,json,junit,lambda,logging,matching,memory,metrics,mock,mocking,mongodb,monitoring,mysql,netty,network,nosql,parser,postgresql,redis,redshift,rest,s3,sdk,search,signing,slf4j,socket,sql,template,testing,testng,text]",1
"[annotations,apache,api,binding,bridge,build,build-system,cli,client,framework,google,http,io,json,logging,mail,maven,mock,mocking,model,parser,plugin,redis,slf4j,spark,template,testing,testng,tools,web,yaml]",1
"[annotations,apache,api,assertion,binding,bridge,build,build-system,cli,client,compatibility,compiler,database,dependency-injection,driver,embedded,framework,google,graph,http,io,javax,jdbc,junit,logging,maven,mock,mocking,model,neo4j,nosql,parser,plugin,pool,quality,runtime,slf4j,spark,specs,spring,sql,standard,starter,testing,tools,web,xml]",1
"[apache,api,base64,codec,commons,encoding,google,io,junit,leveldb,logging,memory,messaging,netty,network,off-heap,proxy,slf4j,smpp,socket,testing,testng,transport]",1
"[base64,codec,encoding,encryption,junit,testing]",1
"[annotations,apache,api,assertion,beans,commons,compression,framework,github,google,json,junit,logging,matching,math,metadata,mock,mocking,module,osgi,quality,runtime,shell,slf4j,swing,testing,ui]",1
"[annotations,aop,apache,api,aspect,beans,bytecode,client,cloud,commons,communication,concurrency,config,connector,coordination,data,database,dependency-injection,disruptor,distributed,driver,embedded,expression,framework,google,http,instrumentation,io,jdbc,jms,json,junit,language,manager,mapping,message,mongodb,mvc,mysql,netty,network,nosql,orm,persistence,portlet,queue,reflection,registry,relational,remoting,runtime,server,socket,spring,sql,starter,support,swagger,testing,tomcat,transaction,transport,ui,web,webserver,webservice,xml,zookeeper]",1
"[assertion,html,junit,parser,quality,testing]",1
"[github,html,image,parser,validation]",1
"[apache,api,junit,logging,slf4j,testing]",1
"[agent,analysis,ant,apache,api,assertion,binding,bridge,build,build-system,commons,coverage,google,io,json,junit,logging,matching,maven,mock,mocking,model,plugin,quality,reflection,slf4j,sonar,testing,tools,validation,yaml]",1
"[annotations,apache,api,authentication,beans,binding,client,collections,commons,compiler,data,database,dependency-injection,description,embedded,engine,expression,framework,frontend,generator,github,google,graphql,hibernate,http,io,javax,jetty,json,jsp,junit,jwt,language,logging,metadata,mock,mocking,model,mongodb,mvc,parser,persistence,reflection,runtime,security,server,service,servlet,slf4j,specs,spring,standard,starter,structures,swagger,taglib,testing,tomcat,transaction,ui,validation,web,webserver,webservice,xml,yaml]",1
"[apache,api,compiler,dependency-injection,javax,kotlin,language,loader,logging,reflection,runtime,servlet,slf4j,specs,spring,standard,tools]",1
"[amqp,annotations,apache,api,assertion,assets,authentication,bootstrap,bridge,camel,client,config,container,database,dependency-injection,eclipse,embedded,encryption,expression,filtering,framework,hibernate,http,integration,interface,io,javax,jaxrs,jboss,jdbc,jetty,jms,jmx,jpa,json,junit,language,logging,management,mapping,message,metrics,migration,mock,mocking,monitoring,performance,persistence,pool,pooling,quality,queue,rabbitmq,relational,resource,rest,security,server,servlet,slf4j,spark,specs,sql,standard,swagger,testing,testng,tomcat,tracing,transaction,transport,ui,validation,web,webapp,webserver,webservice,websocket]",1
"[cli,collections,compression,io,junit,mock,mocking,parser,structures,testing]",1
"[annotation,annotations,ant,apache,api,assertion,build,client,codehaus,dsl,git,github,groovy,index,jenkins,junit,jvm,language,macro,matrix,mock,mocking,module,plugin,quality,scm,scripting,security,symbol,testing,token,tools,validation]",1
"[apache,api,assertion,beans,binding,bytecode,cli,client,collections,command-line,commons,compiler,console,container,database,dependency-injection,driver,eclipse,elastic,elasticsearch,framework,github,http,io,javax,jaxrs,jetty,json,junit,jvm,kafka,kotlin,language,library,logging,mock,mocking,module,mongodb,quality,redis,rest,runtime,scala,search,server,servlet,slf4j,specs,spring,standard,streaming,structures,swagger,terminal,testing,tools,validation,web,webapp,webserver,webservice,websocket,xml]",1
"[apache,api,benchmark,build,build-system,collections,commons,eclipse,functional,generator,google,io,junit,jvm,kotlin,language,maven,performance,plugin,structures,testing]",1
"[agent,analysis,annotations,api,assertion,codehaus,coverage,defect,eclipse,engine,git,github,google,junit,metadata,plugin,quality,scm,sonar,streaming,testing,tools,version-control,xml]",1
"[agent,analysis,ant,apache,api,beans,build,bytecode,cli,compiler,coverage,eclipse,engine,extension,generator,git,github,google,io,junit,logging,mock,mocking,module,parser,reflection,rules,runtime,scm,slf4j,system,testing,tools,version-control]",1
"[apache,api,benchmark,bridge,database,embedded,generator,github,io,jdbc,jndi,junit,logging,math,mock,mocking,performance,pool,reactive,slf4j,sql,testing]",1
"[annotations,apache,api,avro,bridge,broker,client,codehaus,commons,concurrency,coordination,csv,distributed,engine,file-system,github,google,hadoop,hibernate,io,json,junit,kafka,logging,management,mapping,message,metrics,mocking,monitoring,performance,persistence,processing,processor,protocol,serialization,slf4j,storage,stream,streaming,tabular,testing,validation,yarn,zookeeper]",1
"[apache,collections,commons,config,github,google,intel,io,junit,math,structures,testing]",1
"[annotations,apache,api,beans,binding,bytecode,cache,codehaus,compiler,database,dependency-injection,dom,embedded,engine,example,extension,google,hibernate,javax,jaxrs,jboss,jdbc,jetty,json,jsp,junit,logging,mapping,persistence,pool,pooling,reflection,relational,rest,runtime,server,servlet,slf4j,specs,spring,sql,standard,template,testing,tomcat,web,webserver,webservice,xml]",1
"[api,github,io,security,spring,swagger]",1
"[linux,plugin,unix]",1
"[apache,cms,css,google,http,junit,load,metrics,performance,platform,server,styles,testing,validation,xml]",1
"[annotations,aop,apache,api,aspect,authentication,base64,beans,benchmark,binding,bridge,build,build-system,bundle,bytecode,client,codec,codehaus,compatibility,connection,connector,container,dependency-injection,distributed,doc,eclipse,ejb,encoding,example,expression,filtering,framework,generator,github,google,groovy,hibernate,html,http,ide,io,javaee,javax,jaxrs,jboss,jetty,json,jsp,junit,jvm,language,layout,library,logging,management,mapping,matching,maven,metrics,mock,mocking,model,module,monitoring,mustache,mvc,native,netbeans,netty,network,oauth,osgi,parser,performance,persistence,plugin,pooling,provider,proxy,reactive,reflection,resource,rest,security,serialization,server,service,servlet,signing,slf4j,socket,specs,spring,standard,streaming,swing,template,testing,testng,tools,tracing,transaction,transport,tree,ui,url,validation,vfs,web,webapp,webserver,webservice,websocket,xml]",1
"[benchmark,bytecode,cli,generator,junit,parser,performance,testing]",1
"[admin,apache,api,authentication,beans,client,collections,commons,communication,config,coordination,data,database,distributed,elastic,elasticsearch,engine,example,excel,extension,framework,github,hibernate,io,javax,jdbc,json,jwt,logging,netty,network,oauth,persistence,redis,reflection,remoting,rest,sdk,search,security,server,servlet,social,socket,specs,spreadsheet,spring,sql,standard,starter,structures,swagger,template,validation]",1
"[aop,apache,api,aspect,assertion,bridge,bytecode,client,cloud,collections,commons,communication,compression,consul,coordination,dependency-injection,distributed,embedded,framework,google,http,io,javax,json,junit,logging,mock,mocking,naming,netty,network,pooling,protocol,quality,remoting,runtime,serialization,servlet,slf4j,socket,specs,spring,standard,starter,structures,testing,web,webservice,zookeeper]",1
"[ant,apache,build,bytecode,jboss,junit,testing,tools]",1
"[apache,bytecode,database,dependency-injection,eclipse,embedded,extension,google,hsql,jpa,junit,mock,mocking,persistence,specs,sql,testing]",1
"[amqp,analysis,annotations,apache,api,authentication,avro,base64,bigdata,binding,bridge,broker,buffer,bytecode,cache,cli,client,cluster,codec,codehaus,collections,command-line,commons,compiler,compression,computing,config,connector,console,coordination,distributed,eclipse,embedded,encoding,framework,github,google,hadoop,hashing,http,io,javax,jaxrs,jdbc,jetty,json,junit,jvm,kafka,language,library,logging,management,managment,mapping,message,metrics,mock,mocking,module,monitoring,mqtt,netty,network,oauth,osgi,parser,performance,protocol,query,queue,rabbitmq,reflection,rest,rpc,runtime,scala,sdk,serialization,server,service,servlet,slf4j,socket,spark,specs,spring,sql,standard,starter,storage,streaming,structures,sync,terminal,testing,thrift,tomcat,tools,web,webapp,webserver,xml,yarn,zookeeper]",1
"[builder,cli,collections,parser,structures]",1
"[annotations,apache,api,assertion,build,build-system,codehaus,commons,engine,expression,google,io,junit,matching,maven,mock,mocking,model,plugin,quality,template,testing,testng,tools,validation]",1
"[assertion,codehaus,connector,database,date,driver,hibernate,jaxrs,junit,mock,mocking,mysql,persistence,quality,rest,testing,time,validation]",1
"[engine,generator,github,io,persistence,sdk,spring,starter,template]",1
"[admin,amqp,annotations,aop,apache,api,aspect,beans,broker,client,commons,communication,concurrency,connector,coordination,data,database,disruptor,distributed,driver,embedded,framework,google,http,io,jms,json,junit,kafka,logging,message,mongodb,mysql,netty,network,nosql,persistence,pooling,queue,rabbitmq,reflection,registry,remoting,runtime,server,slf4j,socket,spring,starter,streaming,swagger,testing,tomcat,transport,ui,web,webserver,webservice,zookeeper]",1
"[ai,apache,api,bridge,command-line,commons,compiler,compression,computing,crawler,distributed,engine,hadoop,io,junit,logging,machine-learning,parser,search,slf4j,solr,testing,tools,xml]",1
"[apache,api,binding,commons,directory,eclipse,engine,google,io,jetty,json,jsp,junit,logging,nlp,parser,search,server,servlet,slf4j,solr,template,testing,web,webserver]",1
"[api,jenkins,plugin,scripting,security,workflow]",1
"[annotations,apache,charts,command-line,commons,csv,database,embedded,excel,graphics,io,javascript,junit,jvm,language,math,metrics,scripting,spreadsheet,sql,tabular,testing,visualization]",1
"[amazon,analysis,analyzer,annotations,aop,apache,api,aspect,assertion,authentication,aws,base64,bigdata,binding,bridge,build,build-system,bundle,bytecode,cache,cli,client,cloud,codec,codehaus,collections,command,command-line,commons,compiler,compression,computing,concurrency,config,console,container,controller,coordination,csv,defect,dependency-injection,distributed,eclipse,encoding,encryption,engine,evaluation,execution,extension,external,filtering,framework,ftp,github,google,hadoop,http,i18n,ibm,ide,integration,io,javax,jaxrs,jetty,jmx,json,junit,jwt,language,launcher,library,logging,machine-learning,management,matching,math,maven,metadata,metrics,mime,mock,mocking,model,module,monitor,monitoring,native,network,nlp,osgi,parser,performance,platform,plugin,pooling,process,prometheus,protocol,provider,provisioning,proxy,quality,query,repository,resource,rest,runtime,sdk,search,security,serialization,server,service,servlet,slf4j,specs,ssh,standard,stats,storage,structures,tabular,template,tensorflow,terminal,testing,text,tools,upload,validation,web,webserver,webservice,xml,zookeeper]",1
"[analysis,analyzer,apache,api,assertion,bridge,cli,client,codec,database,date,dependency-injection,driver,elastic,elasticsearch,encryption,extension,full-text,github,google,index,indexing,jdbc,junit,language,library,logging,lucene,migration,mock,mocking,module,netty,network,parser,plugin,pool,postgresql,quality,redis,rest,search,server,slf4j,socket,sql,sqlite,testing,time,transport,validation,xml,yaml]",1
"[apache,codehaus,commons,compression,container,css,google,io,json,junit,mapping,matching,styles,testing]",1
"[amazon,analysis,annotations,apache,api,assertion,asynchronous,authentication,avro,aws,azure,base64,beans,benchmark,binding,bridge,broker,build,build-system,bytecode,cache,cassandra,cli,client,cloud,cluster,codec,codehaus,collections,column,command-line,commons,compatibility,compiler,compression,computing,concurrency,config,connector,container,coordination,cron,csv,database,date,defect,dependency-injection,directory,discovery,disruptor,distributed,docker,driver,eclipse,embedded,encoding,encryption,engine,expression,extension,file-system,framework,ftp,generator,github,google,hadoop,hibernate,http,i18n,ibm,io,javascript,javax,jdbc,jetty,jmx,json,junit,jvm,kafka,kubernetes,language,library,logging,management,managment,mapping,mapreduce,matching,math,maven,memory,message,metadata,metrics,mock,mocking,model,module,monitoring,mysql,native,netty,network,oauth,openstack,parallel,parquet,parser,performance,persistence,plugin,pool,pooling,postgresql,processing,producer,prometheus,protocol,provider,proxy,quality,queue,redis,reflection,registry,repository,rules,runtime,s3,scala,scheduling,schema,scripting,sdk,security,serialization,server,service,servlet,slf4j,socket,solver,specs,sql,standard,storage,stream,streaming,structures,system,tabular,template,testing,testng,text,thrift,time,tools,transport,twitter,validation,web,webserver,webservice,xml,yarn,zookeeper]",1
"[assets,bootstrap,consumer,experimental,junit,native,provider,spring,testing,web]",1
"[annotations,aop,apache,api,application,aspect,assertion,assets,beans,binding,bootstrap,bridge,bytecode,charts,client,collections,commons,config,connector,css,csv,dao,database,dependency-injection,diagram,doc,dom,driver,embedded,event,export,expression,extension,font,framework,github,graphics,hibernate,hsql,http,interface,io,javax,jboss,jdbc,jpa,jquery,json,junit,language,library,logging,manager,mapping,markdown,mock,mocking,model,monitoring,mvc,mysql,orm,persistence,plugin,processor,quality,reflection,relational,remote,security,server,servlet,slf4j,specs,spring,sql,standard,starter,stats,structures,styles,support,svg,swagger,tabular,telemetry,testing,text,tomcat,tracking,transaction,ui,upload,validation,visualization,web,webapp,webserver,websocket,wicket,xml,xpath]",1
"[apache,api,cache,client,commons,config,connector,database,driver,elastic,elasticsearch,engine,generator,github,http,io,jdbc,json,jwt,mapping,mysql,persistence,redis,relational,rest,sdk,search,security,spring,sql,starter,swagger,template,text,ui,upload]",1
"[analyzer,apache,api,bridge,collections,config,framework,full-text,google,index,indexing,io,junit,logging,lucene,mvc,slf4j,spring,structures,testing,web]",1
"[annotations,apache,api,bytecode,commons,concurrency,date,eclipse,github,google,javax,junit,logging,matching,reflection,slf4j,specs,standard,testing,time]",1
"[analysis,annotations,apache,api,cli,command-line,defect,encryption,engine,google,io,json,junit,logging,metadata,mock,mocking,parser,pdf,slf4j,testing,vertx,web]",1
"[api,binding,build,build-system,codehaus,computing,javax,junit,logging,maven,native,opencl,osgi,parallel,plugin,slf4j,specs,standard,testing,xml]",1
"[api,assertion,buffer,codec,encryption,http,io,javax,json,junit,logging,mock,mocking,netty,network,quality,queue,slf4j,socket,specs,standard,testing,transport,zeromq]",1
"[annotations,api,benchmark,bytecode,cli,codehaus,console,engine,generator,groovy,junit,jvm,language,parser,performance,terminal,testing]",1
"[apache,cache,dependency-injection,google,junit,jvm,language,library,mock,mocking,scala,security,testing]",1
"[amazon,analysis,apache,api,aws,base64,benchmark,binding,bridge,cbor,client,cloud,codec,collections,commons,computing,config,csv,database,dynamodb,encoding,google,graph,io,json,junit,logging,management,metrics,mock,mocking,monitoring,performance,sdk,slf4j,structures,tabular,testing]",1
"[apache,api,assertion,asynchronous,client,commons,github,http,junit,logging,matching,mocking,quality,slf4j,testing,text]",1
"[annotations,apache,api,avro,benchmark,bigdata,binding,bridge,cli,client,collections,column,commons,compiler,compression,csv,database,date,embedded,encoding,extension,generator,github,google,hadoop,hash,hashing,http,javax,json,junit,jvm,language,library,logging,memory,mock,mocking,parquet,parser,performance,pooling,protocol,query,runtime,scala,serialization,slf4j,specs,sql,standard,structures,tabular,testing,text,thrift,time,twitter]",1
"[api,json,junit,logging,slf4j,testing]",1
"[apache,api,binding,commons,io,json,junit,logging,matching,mock,mocking,regexp,ruby,server,slf4j,testing,web]",1
"[github,graphics]",1
"[analyzer,annotations,apache,api,cache,cli,compiler,database,embedded,full-text,github,google,grpc,html,index,indexing,io,javax,junit,lucene,matching,mock,mocking,netty,network,nlp,parser,protocol,rpc,runtime,serialization,socket,specs,spring,sql,standard,starter,stub,testing,tools,web]",1
"[admin,api,github,javaee,javax,specs,standard]",1
"[apache,collections,commons,junit,matching,structures,testing,yaml]",1
"[analysis,annotations,apache,api,base64,benchmark,binding,bytecode,cache,client,codec,codehaus,collections,commons,compiler,config,connector,csv,data,database,date,dependency-injection,diff,dom,driver,embedded,encoding,extension,framework,generator,geometry,geospatial,github,google,hibernate,hsql,http,io,javax,jdbc,jpa,json,junit,jvm,language,logging,mapping,matching,mysql,netty,network,patch,performance,persistence,pool,prometheus,reactive,reflection,relational,slf4j,socket,specs,spring,sql,standard,starter,structures,tabular,testing,time,transaction,vertx,xml,xpath,yaml]",1
"[admin,agent,amazon,analysis,analytics,annotations,aop,apache,api,aspect,assertion,authentication,autoscaling,aws,beans,binding,bridge,bundle,bytecode,cache,cli,client,cloud,cloudstack,codec,codehaus,collections,command,command-line,commons,compiler,compression,computing,config,console,controller,coverage,dependency-injection,dns,driver,eclipse,engine,execution,expression,extension,external,framework,frontend,git,google,http,identity,integration,io,java,javax,jaxrs,jetty,jms,json,jsp,junit,kubernetes,language,logging,management,manager,message,messaging,metadata,metrics,mock,model,module,monitoring,mqtt,netty,network,oauth,openstack,osgi,parser,pdf,process,protocol,provider,proxy,python,quality,queue,registry,rest,rule-engine,runtime,schema,sdk,security,serialization,server,service,servlet,slf4j,socket,specs,spring,ssh,standard,storage,streaming,stub,template,terminal,testing,testng,thrift,transaction,transport,ui,validation,web,webserver,webservice,websocket,xml,yaml]",1
"[annotations,apache,api,assertion,base64,binding,codec,compiler,eclipse,encoding,github,io,javax,jetty,json,junit,jwt,logging,mock,mocking,parser,quality,reactive,runtime,security,server,specs,standard,swagger,testing,webserver,websocket,xml]",1
"[annotations,apache,api,build,build-system,codehaus,compiler,font,javax,junit,logging,maven,model,plugin,servlet,slf4j,specs,standard,testing,tools]",1
"[apache,api,bridge,cli,client,codec,commons,database,elastic,elasticsearch,embedded,google,hsql,http,io,junit,logging,matching,mock,netty,network,parser,search,server,slf4j,socket,sorting,sql,testing,transport,yaml]",1
"[amqp,aop,api,aspect,authentication,azure,batch,beans,cache,cassandra,client,cloud,compression,config,connector,data,database,directory,driver,elastic,elasticsearch,embedded,encoder,framework,github,google,graph,groovy,hazelcast,hibernate,integration,io,jdbc,jetty,jms,jpa,json,junit,jwt,ldap,loader,logging,mail,management,memcached,metadata,metrics,migration,mongodb,monitoring,mustache,mysql,neo4j,netty,network,oauth,performance,persistence,processor,prometheus,provider,queue,reactive,redis,reflection,rest,scheduling,search,security,server,service,socket,solr,spring,sql,starter,swagger,template,testing,tomcat,tools,transaction,validation,web,webserver,webservice,websocket]",1
"[analysis,api,assertion,binding,framework,google,json,junit,mock,mocking,platform,quality,server,spark,spring,testing,web]",1
"[apache,api,client,data,hibernate,http,io,javax,mock,persistence,specs,spring,standard,testing,validation]",1
"[benchmark,generator,junit,performance,testing]",4
"[cryptography,encryption,logging]",1
"[apache,api,assertion,build,build-system,cli,codehaus,console,github,groovy,junit,jvm,language,logging,maven,mock,mocking,model,quality,rules,slf4j,system,terminal,testing]",1
"[annotations,apache,api,bridge,client,concurrency,config,decoder,disruptor,ftp,google,http,io,json,junit,library,logging,network,player,protocol,serialization,server,slf4j,testing,web]",1
"[ajax,annotations,apache,api,beans,binding,bridge,builder,bytecode,cli,client,cloud,codec,command-line,communication,compiler,concurrency,concurrent,config,connector,data,database,dependency-injection,disruptor,distributed,driver,dsl,eclipse,embedded,engine,framework,github,google,hibernate,html,http,io,javaee,javax,jdbc,jetty,jpa,json,junit,kotlin,language,logging,mapping,mocking,module,mongodb,mustache,mvc,mysql,native,netty,network,parser,persistence,plugin,pool,pooling,postgresql,processor,reactive,reflection,regexp,relational,remoting,runtime,serialization,server,service,servlet,slf4j,socket,spark,specs,spring,sql,standard,sync,template,testing,testng,transaction,transport,validation,vertx,view,web,web-framework,webserver,webservice,wicket,xml]",1
"[annotations,apache,api,binding,bridge,commons,io,json,junit,logging,slf4j,testing]",1
"[benchmark,generator,junit,mock,mocking,performance,testing]",1
"[api,bridge,compiler,junit,jvm,language,library,logging,mock,mocking,scala,slf4j,testing]",1
"[apache,api,appserver,binding,client,container,coordination,distributed,embedded,framework,javaee,javax,jboss,jmx,junit,logging,protocol,provider,server,slf4j,specs,standard,testing,xml]",1
"[analysis,annotations,apache,api,benchmark,build,build-system,bytecode,classpath,cli,codehaus,commons,compiler,framework,generator,github,google,gradle,groovy,gwt,integration,io,java,json,junit,jvm,language,logging,matrix,maven,mock,mocking,model,parser,performance,plugin,reflection,scanning,serialization,slf4j,testing,tools,tree,ui,web]",1
"[api,appengine,build,build-system,cloud,computing,date,driver,google,http,io,javax,jsp,junit,jvm,kotlin,language,logging,maven,messaging,mock,mocking,reflection,runtime,sdk,selenium,server,servlet,slf4j,spark,specs,spring,standard,starter,storage,stub,taglib,testing,time,tools,upload,web]",1
"[amazon,apache,api,aws,binding,bridge,cbor,cloud,codehaus,commons,computing,csv,date,distributed,driver,eclipse,framework,github,graph,groovy,io,json,junit,lambda,logging,mock,mocking,netty,network,processing,producer,rdf,repository,s3,sdk,signing,slf4j,socket,sparql,stream,tabular,testing,time]",1
"[angular,angularjs,annotations,apache,api,assets,binding,bootstrap,bridge,client,dependency-injection,expression,hibernate,http,io,javax,jdbc,jpa,jquery,json,language,logging,mail,persistence,pool,pooling,servlet,slf4j,specs,standard,swagger,transaction,ui,validation,web]",1
"[api,google,html,i18n,javax,json,junit,logging,nlp,parser,service,servlet,slf4j,specs,standard,testing,xml]",1
"[annotations,ant,apache,api,beans,build,config,expression,framework,htmlunit,javaee,javax,jetty,jsf,jsp,junit,language,mock,mocking,module,reflection,server,servlet,specs,standard,testing,tomcat,tools,web,webserver]",1
"[apache,api,bridge,bytecode,junit,logging,osgi,slf4j,testing]",1
"[apache,api,build,build-system,dependency-injection,git,google,jenkins,junit,manager,maven,mock,mocking,module,plugin,provider,scm,svn,testing,version-control]",1
